Total Purchase YTD,Date First Purchase,Birth Date,Marital Status,Yearly Income,Gender,Total Children,Number Children At Home,Education,Occupation,Home Owner Flag,Number Cars Owned
778.62,5/26/2004,6/15/1980,S,0-25000,F,0,0,Partial High School,Manual,FALSE,2
13.98,6/10/2004,6/20/1980,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
615.47,6/22/2004,6/20/1980,M,0-25000,M,0,0,Partial College,Manual,TRUE,1
608.96,6/19/2004,6/22/1980,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,2
14.98,12/31/2003,6/25/1980,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
"2,071.42",7/10/2002,6/25/1980,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
4.99,5/30/2004,6/26/1980,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"4,142.75",4/14/2002,7/7/1980,M,0-25000,M,0,0,Partial College,Manual,TRUE,1
"3,786.39",4/26/2003,7/11/1980,M,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
"4,228.72",6/19/2002,7/11/1980,M,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
"2,049.10",8/10/2002,7/11/1980,S,0-25000,F,0,0,Partial High School,Manual,FALSE,2
38.98,3/11/2004,7/11/1980,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
68.87,9/27/2003,7/16/1980,M,0-25000,M,0,0,Partial High School,Manual,FALSE,2
"3,004.83",4/14/2003,7/16/1980,M,0-25000,M,0,0,Partial College,Manual,FALSE,1
831.33,8/29/2003,7/16/1980,M,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,2
81.26,9/9/2003,7/17/1980,S,25001-50000,F,0,0,Partial High School,Clerical,TRUE,2
118.97,11/9/2003,7/17/1980,S,25001-50000,F,0,0,Partial High School,Clerical,TRUE,2
25.48,5/11/2004,7/19/1980,M,0-25000,M,0,0,Partial College,Manual,TRUE,1
561.48,2/18/2004,7/21/1980,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
"3,578.27",9/6/2001,7/21/1980,M,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,2
"1,848.91",1/24/2003,7/24/1980,M,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
565.47,6/19/2004,7/24/1980,M,0-25000,F,0,0,Bachelors ,Clerical,FALSE,0
"4,733.75",7/20/2001,7/26/1980,M,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
45.22,10/18/2003,7/26/1980,S,0-25000,M,0,0,Partial High School,Manual,FALSE,2
539.99,4/16/2004,7/26/1980,M,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,2
"2,384.07",3/11/2004,7/26/1980,S,0-25000,F,0,0,Partial High School,Manual,FALSE,2
62.98,12/3/2003,8/1/1980,S,0-25000,F,0,0,Partial High School,Manual,FALSE,2
"6,011.74",4/30/2002,8/1/1980,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
44.22,10/31/2003,8/1/1980,S,0-25000,F,0,0,Partial High School,Manual,FALSE,2
"1,262.87",9/26/2001,8/1/1980,M,0-25000,M,0,0,Partial College,Manual,TRUE,1
"1,322.98",4/3/2003,8/7/1980,M,0-25000,F,0,0,Partial College,Manual,TRUE,1
119.98,4/25/2004,8/11/1980,M,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
53.99,1/9/2004,8/11/1980,M,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
49.48,2/21/2004,8/12/1980,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
4.99,4/3/2004,8/15/1980,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"2,452.04",10/8/2003,8/15/1980,S,0-25000,F,0,0,Partial High School,Manual,TRUE,2
34.92,2/8/2004,8/16/1980,S,0-25000,M,0,0,Partial High School,Manual,FALSE,2
"1,134.47",1/8/2004,8/16/1980,S,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
88.97,9/17/2003,8/16/1980,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
565.47,10/11/2003,8/16/1980,S,0-25000,F,0,0,Partial High School,Manual,TRUE,2
565.47,12/17/2003,8/18/1980,S,0-25000,M,0,0,Partial College,Skilled Manual,FALSE,2
"3,018.33",11/1/2002,8/18/1980,S,0-25000,M,0,0,Bachelors ,Clerical,FALSE,0
"2,329.98",7/20/2003,8/19/1980,M,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
"3,282.83",7/2/2002,8/19/1980,S,0-25000,F,0,0,Partial College,Skilled Manual,FALSE,2
74.98,12/7/2003,8/22/1980,M,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
6.28,11/23/2003,8/22/1980,M,0-25000,F,0,0,Partial High School,Manual,FALSE,2
"1,760.47",4/2/2004,8/24/1980,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
742.35,3/5/2004,8/24/1980,M,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
119.98,12/30/2003,8/25/1980,M,0-25000,F,0,0,Partial High School,Manual,TRUE,2
742.35,11/13/2003,8/27/1980,S,0-25000,M,0,0,Partial College,Manual,TRUE,1
40.23,9/2/2003,9/2/1980,M,0-25000,F,0,0,Partial College,Manual,FALSE,1
180.71,10/9/2003,9/2/1980,M,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
71.96,7/1/2004,9/7/1980,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
553.97,10/3/2003,9/7/1980,S,0-25000,M,0,0,Partial High School,Manual,FALSE,2
539.99,6/27/2004,9/9/1980,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,2
"2,721.55",11/10/2002,9/9/1980,M,0-25000,M,0,0,Partial College,Manual,TRUE,1
"1,253.07",9/26/2001,9/9/1980,S,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
"5,910.55",4/30/2002,9/10/1980,M,0-25000,M,0,0,Partial College,Skilled Manual,FALSE,2
57.59,10/29/2003,9/10/1980,M,0-25000,M,0,0,Partial College,Manual,FALSE,1
7.28,7/23/2004,9/13/1980,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
30.97,3/12/2004,9/14/1980,S,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
252.32,12/28/2003,9/16/1980,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
132.97,12/24/2003,9/16/1980,M,0-25000,M,0,0,Partial High School,Manual,TRUE,2
"4,721.73",10/29/2001,9/19/1980,S,0-25000,F,0,0,Partial College,Manual,TRUE,1
"4,132.24",2/10/2002,9/20/1980,S,0-25000,M,0,0,Partial College,Manual,FALSE,1
117.96,8/1/2003,9/21/1980,M,0-25000,M,0,0,Partial College,Manual,TRUE,1
62.98,4/8/2004,9/21/1980,M,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
39.55,10/4/2003,9/24/1980,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
699.1,12/31/2001,9/24/1980,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
128.97,7/7/2004,9/25/1980,S,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
"1,253.07",9/22/2001,9/25/1980,S,0-25000,F,0,0,Partial College,Manual,TRUE,1
71.97,8/5/2003,10/1/1980,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
147.28,1/6/2004,10/1/1980,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"4,152.73",4/2/2002,10/5/1980,M,0-25000,F,0,0,Partial College,Manual,TRUE,1
7.28,11/14/2003,10/5/1980,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
29.48,3/9/2004,10/6/1980,M,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
"2,790.52",3/28/2003,10/8/1980,M,0-25000,M,0,0,Partial College,Manual,FALSE,1
114.96,3/20/2004,10/11/1980,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
74.98,8/26/2003,10/12/1980,S,0-25000,F,0,0,Partial High School,Manual,FALSE,2
607.96,3/19/2004,10/12/1980,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,2
39.98,3/21/2004,10/12/1980,S,0-25000,M,0,0,Partial High School,Manual,FALSE,2
4.99,1/8/2004,10/14/1980,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
"1,143.46",10/22/2003,10/15/1980,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
539.99,4/1/2004,10/15/1980,S,0-25000,F,0,0,Partial High School,Manual,FALSE,2
"1,307.06",6/22/2002,10/21/1980,S,0-25000,F,0,0,Partial College,Skilled Manual,FALSE,2
574.98,6/26/2004,10/21/1980,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
"2,371.94",10/10/2003,10/25/1980,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
4.99,6/27/2004,10/25/1980,M,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
103.95,10/21/2003,10/25/1980,M,0-25000,M,0,0,Partial High School,Manual,FALSE,2
4.99,10/7/2003,10/25/1980,M,0-25000,M,0,0,Partial High School,Manual,TRUE,2
565.47,6/15/2004,10/31/1980,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
"2,071.42",11/28/2002,10/31/1980,S,0-25000,M,0,0,Partial High School,Manual,FALSE,2
"2,751.42",9/12/2002,11/2/1980,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"4,698.76",10/19/2001,11/2/1980,S,0-25000,M,0,0,Partial College,Manual,TRUE,1
"2,997.32",11/25/2002,11/2/1980,M,0-25000,F,0,0,Partial College,Manual,TRUE,1
"3,046.84",3/29/2003,11/2/1980,S,0-25000,M,0,0,Partial College,Manual,TRUE,1
69.99,1/16/2004,11/4/1980,S,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
6.28,12/12/2003,11/4/1980,S,0-25000,M,0,0,Partial High School,Manual,TRUE,2
"2,983.34",11/28/2002,11/5/1980,S,0-25000,F,0,0,Partial College,Manual,FALSE,1
"3,578.27",1/8/2002,11/5/1980,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
74.98,3/27/2004,11/12/1980,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
68.97,8/30/2003,11/12/1980,M,0-25000,M,0,0,Partial High School,Manual,FALSE,2
94.48,5/19/2004,11/12/1980,S,0-25000,F,0,0,Partial High School,Manual,FALSE,2
56.97,11/5/2003,11/12/1980,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
68.97,5/31/2004,11/12/1980,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
"1,292.81",1/21/2004,11/12/1980,S,0-25000,M,0,0,Partial High School,Manual,FALSE,2
31.27,4/9/2004,11/13/1980,S,0-25000,M,0,0,Partial High School,Manual,FALSE,2
35.96,3/6/2004,11/14/1980,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
115.73,9/21/2003,11/14/1980,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
37.27,4/19/2004,11/14/1980,S,0-25000,M,0,0,Partial High School,Manual,FALSE,2
59.98,6/9/2004,11/14/1980,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
39.98,1/1/2004,11/16/1980,S,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
"2,451.30",12/1/2003,11/16/1980,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
53.99,3/9/2004,11/16/1980,S,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
751.34,3/3/2004,11/16/1980,S,0-25000,F,0,0,Partial High School,Manual,FALSE,2
136.25,2/16/2004,11/21/1980,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
114.96,8/19/2003,11/21/1980,M,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
"1,848.91",7/31/2002,11/21/1980,S,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
"1,142.42",10/26/2003,11/21/1980,S,0-25000,M,0,0,Partial High School,Manual,TRUE,2
4.99,6/30/2004,11/25/1980,S,0-25000,F,0,0,Partial High School,Manual,FALSE,2
7.28,4/26/2004,11/25/1980,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
"3,964.98",6/29/2002,12/3/1980,S,0-25000,M,0,0,Partial College,Manual,FALSE,1
32.28,4/2/2004,12/5/1980,S,0-25000,M,0,0,Partial High School,Manual,FALSE,2
38.98,1/31/2004,12/5/1980,S,0-25000,M,0,0,Partial High School,Manual,FALSE,2
"4,178.73",6/16/2002,12/22/1980,S,0-25000,F,0,0,Partial College,Manual,FALSE,1
27.77,1/8/2004,12/22/1980,S,0-25000,F,0,0,Partial High School,Manual,FALSE,2
608.96,9/28/2003,12/23/1980,S,0-25000,M,0,0,Partial College,Skilled Manual,FALSE,2
"2,721.55",11/1/2002,12/23/1980,S,0-25000,M,0,0,Bachelors ,Clerical,FALSE,0
30.97,8/6/2003,12/25/1980,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
32.27,3/16/2004,12/25/1980,S,0-25000,M,0,0,Partial High School,Manual,FALSE,2
